movie_name,year,runtime,rating,detail_about_movie,director,actor_1,actor_2,votes,metascore,gross_collection,action,adventure,animation,biography,comedy,crime,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western
Fargo,1996,98,8.1,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Joel Coen,Ethan Coen,William H. Macy,651412,85.0,24.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Haine,1995,98,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,163350,82.44954128440367,0.31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunrise,1995,101,8.1,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Richard Linklater,Ethan Hawke,Julie Delpy,291507,77.0,5.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jurassic Park,1993,127,8.1,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,Sam Neill,Laura Dern,923629,68.0,402.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In the Name of the Father,1993,133,8.1,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,168046,84.0,25.01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Poets Society,1989,128,8.1,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,Peter Weir,Robin Williams,Robert Sean Leonard,457898,79.0,95.86,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Princess Bride,1987,98,8.1,"While homesick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Rob Reiner,Cary Elwes,Mandy Patinkin,414569,77.0,30.86,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Stand by Me,1986,89,8.1,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",Rob Reiner,Wil Wheaton,River Phoenix,384651,75.0,52.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platoon,1986,120,8.1,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Oliver Stone,Charlie Sheen,Tom Berenger,399645,92.0,138.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Paris, Texas",1984,145,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Wim Wenders,Harry Dean Stanton,Nastassja Kinski,101352,78.0,2.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nausicaä of the Valley of the Wind,1984,117,8.1,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,Hayao Miyazaki,Sumi Shimamoto,Mahito Tsujimura,162659,86.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Thing,1982,109,8.1,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,John Carpenter,Kurt Russell,Wilford Brimley,400109,57.0,13.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Fanny and Alexander,1982,188,8.1,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",Ingmar Bergman,Bertil Guve,Pernilla Allwin,62011,100.0,4.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner,1982,117,8.1,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",Ridley Scott,Harrison Ford,Rutger Hauer,734033,84.0,32.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Elephant Man,1980,124,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",David Lynch,Anthony Hopkins,John Hurt,233182,78.0,32.285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalker,1979,162,8.1,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,Alisa Freyndlikh,Aleksandr Kaydanovskiy,128582,82.44954128440367,0.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Life of Brian,1979,94,8.1,"Born on the original Christmas in the stable next door to , Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,Graham Chapman,John Cleese,386145,77.0,20.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Deer Hunter,1978,183,8.1,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,Michael Cimino,Robert De Niro,Christopher Walken,328205,86.0,48.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rocky,1976,120,8.1,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,John G. Avildsen,Sylvester Stallone,Talia Shire,547820,70.0,117.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Network,1976,121,8.1,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",Sidney Lumet,Faye Dunaway,William Holden,154012,83.0,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Lyndon,1975,185,8.1,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,160689,89.0,32.285,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cool Hand Luke,1967,127,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Stuart Rosenberg,Paul Newman,George Kennedy,171897,92.0,16.22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona,1966,83,8.1,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Ingmar Bergman,Bibi Andersson,Liv Ullmann,112661,86.0,32.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrei Rublev,1966,205,8.1,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Andrei Tarkovsky,Anatoliy Solonitsyn,Ivan Lapikov,51743,82.44954128440367,0.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Battle of Algiers,1966,121,8.1,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Gillo Pontecorvo,Brahim Hadjadj,Jean Martin,57755,96.0,0.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The 400 Blows,1959,99,8.1,"A young boy, left without attention, delves into a life of petty crime.",François Truffaut,Jean-Pierre Léaud,Albert Rémy,113069,82.44954128440367,32.285,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur,1959,212,8.1,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",William Wyler,Charlton Heston,Jack Hawkins,231193,90.0,74.7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nights of Cabiria,1957,110,8.1,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Federico Fellini,Giulietta Masina,François Périer,47031,82.44954128440367,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bridge on the River Kwai,1957,161,8.1,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",David Lean,William Holden,Alec Guinness,213585,87.0,44.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
On the Waterfront,1954,108,8.1,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Elia Kazan,Marlon Brando,Karl Malden,150148,91.0,9.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Wages of Fear,1953,131,8.1,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",Henri-Georges Clouzot,Yves Montand,Charles Vanel,58949,85.0,32.285,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Third Man,1949,93,8.1,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Carol Reed,Orson Welles,Joseph Cotten,167084,97.0,0.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Rebecca,1940,130,8.1,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,132700,86.0,4.36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mr. Smith Goes to Washington,1939,129,8.1,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",Frank Capra,James Stewart,Jean Arthur,112642,73.0,9.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone with the Wind,1939,238,8.1,The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,Victor Fleming,George Cukor,Sam Wood,304725,97.0,198.68,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
It Happened One Night,1934,105,8.1,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",Frank Capra,Clark Gable,Claudette Colbert,100198,87.0,4.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Passion of Joan of Arc,1928,114,8.1,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Carl Theodor Dreyer,Maria Falconetti,Eugene Silvain,52264,82.44954128440367,0.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The General,1926,67,8.1,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",Clyde Bruckman,Buster Keaton,Buster Keaton,88022,82.44954128440367,1.03,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
